Location,Primary_Culture,All_Cultures,Primary_Religion,All_Religions,Pop_Types
zhangxian,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
zhangzi,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
zhanhua,jilu_culture,jilu_culture;jiaodong_culture,sanjiao,sanjiao,peasants;clergy
zhanyi,yi_culture,yi_culture;bai_culture;hmong_culture,hmongism,hmongism;bimoism,tribesmen;clergy
zhaoan,minnan_culture,minnan_culture;hui_muslim_culture,sunni,sunni;sanjiao,peasants;clergy
zhaoban,yi_culture,yi_culture;mongolian_culture;hmong_culture;shu_culture,hmongism,hmongism;bimoism;sanjiao,tribesmen;slaves;clergy
zhaohua,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
zhaoxin,jianghuai_culture,jianghuai_culture,sanjiao,sanjiao,peasants;clergy
zhaoyuan,jiaodong_culture,jiaodong_culture,sanjiao,sanjiao,peasants;clergy
zhecheng,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
zhehai,yi_culture,yi_culture;mongolian_culture;hmong_culture;shu_culture,hmongism,hmongism;tibetan_buddhism;bimoism;sanjiao,tribesmen;slaves;clergy
zhehong,bai_culture,bai_culture;zhuang_culture,moism,moism,tribesmen;clergy
zheledian,yi_culture,yi_culture;lahu_culture;bai_culture;hani_culture,lahu_religion,lahu_religion;bimoism;hani_religion,tribesmen;clergy
zhenan,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
zhenan_guishun,mongolian_culture,mongolian_culture;zhuang_culture,moism,moism,tribesmen;clergy
zhending,jilu_culture,jilu_culture;hui_muslim_culture,sunni,sunni;sanjiao,peasants;clergy
zhenfan,liang_culture,liang_culture;mongolian_culture;mi_niah_culture,tibetan_buddhism,tibetan_buddhism;mahayana;sanjiao,peasants;clergy
zhenfeng,mongolian_culture,mongolian_culture;hmong_culture;zhuang_culture,hmongism,hmongism;moism,tribesmen;clergy
zhengan,sui_culture,sui_culture;mongolian_culture;hmong_culture;shu_culture;gelao_culture,sui_religion,sui_religion;hmongism;sanjiao,tribesmen;slaves;peasants;clergy
zhengcheng,yuehai_culture,yuehai_culture,sanjiao,sanjiao,peasants;clergy
zhenghe,manjiang_culture,manjiang_culture;funing_culture;jianning_culture,sanjiao,sanjiao,peasants;clergy
zhengping,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
zhenkang,yi_culture,yi_culture;palaung_culture;tai_nua_culture;bai_culture,theravada,theravada;bimoism;satsana_phi;palaung_religion,tribesmen;clergy
zhennan,yi_culture,yi_culture;bai_culture,bimoism,bimoism,tribesmen;clergy
zhenning,mongolian_culture,mongolian_culture;hmong_culture;zhuang_culture,hmongism,hmongism;moism,tribesmen;clergy
zhenning_qingyang,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
zhenping,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
zhenrong,liang_culture,liang_culture;hui_muslim_culture;mi_niah_culture,sunni,sunni;mahayana;sanjiao,peasants;clergy
zhenwu,tumed_culture,tumed_culture,tengri,tengri,tribesmen;peasants;clergy
zhenxi,ngacang_culture,ngacang_culture;lisu_culture;tai_nua_culture,lisu_religion,lisu_religion;ngacang_religion;satsana_phi,tribesmen;clergy
zhenxi_lizhou,yi_culture,yi_culture,bimoism,bimoism,tribesmen;clergy
zhenyang,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
zhenyuan,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
zhenyuan_sizhou,kam_culture,kam_culture;hmong_culture,kam_religion,kam_religion;hmongism,tribesmen;clergy
zhenzhou,sui_culture,sui_culture;hmong_culture;shu_culture;gelao_culture;tujia_culture,sui_religion,sui_religion;hmongism;sanjiao;nuo_religion,tribesmen;slaves;peasants;clergy
zhigu,yan_culture,yan_culture,sanjiao,sanjiao,peasants;clergy
zhijiang,chu_culture,chu_culture,sanjiao,sanjiao,peasants;clergy
zhijin,mongolian_culture,mongolian_culture;yi_culture;hmong_culture;hui_muslim_culture;zhuang_culture,sunni,sunni;hmongism;moism;bimoism,tribesmen;slaves;clergy
zhishan,yao_china_culture,yao_china_culture;mongolian_culture;zhuang_culture,yao_religion,yao_religion;moism,tribesmen;clergy
zhiziluo,lisu_culture,lisu_culture;nu_culture,lisu_religion,lisu_religion;nu_religion,tribesmen;clergy
zhongbu,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
zhongdu,mongolian_culture,mongolian_culture,tengri,tengri,tribesmen;peasants;clergy
zhongjiang,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
zhongli,zhongyuan_culture,zhongyuan_culture;hui_muslim_culture,sunni,sunni;sanjiao,peasants;clergy
zhongling,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
zhonglu,mongolian_culture,mongolian_culture;tujia_culture;shu_culture;hmong_culture,hmongism,hmongism;sanjiao;tengri;nuo_religion,tribesmen;slaves;peasants;clergy
zhongmu,zhongyuan_culture,zhongyuan_culture;mongolian_culture;hui_muslim_culture,tibetan_buddhism,tibetan_buddhism;sunni;sanjiao,peasants;clergy
zhongxiang,chu_culture,chu_culture,sanjiao,sanjiao,peasants;clergy
zhouzhi,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
zhuanglang,liang_culture,liang_culture;mi_niah_culture,mahayana,mahayana;sanjiao,peasants;clergy
zhucheng,jilu_culture,jilu_culture;jiaodong_culture,sanjiao,sanjiao,peasants;clergy
zhugao,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
zhuji,yue_wu_culture,yue_wu_culture,sanjiao,sanjiao,peasants;clergy
zhuluo,khampa_culture,khampa_culture;lisu_culture;bai_culture,bon,bon;lisu_religion;tibetan_buddhism;mahayana,tribesmen;slaves;clergy
zhushan,chu_culture,chu_culture,sanjiao,sanjiao,peasants;clergy
zhuxi,chu_culture,chu_culture,sanjiao,sanjiao,peasants;clergy
zhuyang,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
zichuan,jilu_culture,jilu_culture;hui_muslim_culture,sunni,sunni;sanjiao,burghers;nobles;peasants;clergy
zigui,chu_culture,chu_culture,sanjiao,sanjiao,peasants;clergy
zitong,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
zixian,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
ziyang,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
ziyang_xingan,qin_culture,qin_culture;shu_culture,sanjiao,sanjiao,peasants;clergy
ziyang_zizhong,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
zizhou,yi_culture,yi_culture;shu_culture,bimoism,bimoism;sanjiao,tribesmen;peasants;clergy
zongyang,hui_muslim_culture,hui_muslim_culture;jianghuai_culture,sunni,sunni;sanjiao,peasants;clergy
zouping,jilu_culture,jilu_culture;jiaodong_culture,sanjiao,sanjiao,peasants;clergy
zouxian,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
zunhua,yan_culture,yan_culture,sanjiao,sanjiao,peasants;clergy
zuokeng,huizhou_hakka_culture,huizhou_hakka_culture,sanjiao,sanjiao,peasants;clergy
zuosuo,yi_culture,yi_culture;nashi_culture,dongba_religion,dongba_religion;bimoism,tribesmen;clergy
